,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,Autumn,Spring,Summer,Winter,NSW,NT,QLD,SA,VIC,WA
10717,6.4,21.3,0.2,2.4,10.1,31.0,17.0,17.0,90.0,52.0,1028.2,1024.8,7.0,0.0,10.6,20.0,0,0,1,0,0,0,0,0,0,1,0
2811,24.6,32.3,0.0,8.0,10.1,28.0,4.0,11.0,65.0,59.0,1009.2,1003.2,7.0,1.0,28.1,31.6,0,0,0,1,0,0,0,1,0,0,0
2997,4.6,16.2,0.0,4.2,1.2,67.0,31.0,43.0,58.0,42.0,1014.2,1007.7,7.0,7.0,10.4,15.2,0,0,1,0,0,0,0,0,0,1,0
3104,20.3,26.2,0.0,14.6,0.0,56.0,6.0,19.0,42.0,65.0,1003.5,1007.1,8.0,8.0,25.9,23.5,0,0,0,1,0,0,0,0,0,1,0
5665,10.1,16.6,0.8,2.6,6.2,46.0,20.0,26.0,86.0,50.0,1018.4,1016.8,7.0,3.0,11.4,16.1,0,0,0,0,1,0,0,0,1,0,0
12738,16.7,28.0,0.0,7.2,12.5,39.0,9.0,22.0,77.0,50.0,1016.6,1013.4,1.0,1.0,22.6,27.3,0,0,0,1,0,1,0,0,0,0,0
11685,11.1,18.9,0.4,0.8,1.6,35.0,17.0,22.0,82.0,66.0,1018.9,1018.4,7.0,6.0,14.1,17.2,0,1,0,0,0,1,0,0,0,0,0
2428,4.9,11.6,6.0,0.2,6.8,33.0,20.0,24.0,82.0,65.0,1029.8,1028.4,8.0,4.0,7.7,10.6,1,0,0,0,1,1,0,0,0,0,0
8935,15.9,21.5,0.6,6.6,12.9,56.0,37.0,22.0,25.0,25.0,1011.4,1010.9,1.0,1.0,16.8,20.5,0,0,1,0,0,1,0,0,0,0,0
3159,24.1,30.4,7.8,3.0,2.6,69.0,26.0,35.0,79.0,75.0,1007.4,1004.6,6.0,7.0,28.4,29.5,1,1,0,0,0,0,1,0,0,0,0
13463,4.7,11.5,0.2,1.4,0.1,20.0,9.0,11.0,100.0,89.0,1016.2,1014.2,7.0,7.0,7.7,11.4,0,0,0,0,1,0,0,0,0,1,0
3484,5.0,16.6,0.0,1.8,6.2,31.0,13.0,17.0,55.0,39.0,1018.6,1015.4,7.0,5.0,10.1,16.0,0,0,0,0,1,0,0,0,1,0,0
1785,16.9,23.8,9.2,2.8,7.9,48.0,13.0,24.0,78.0,69.0,1006.3,1007.3,7.0,6.0,21.3,21.4,1,1,0,0,0,0,0,0,0,0,1
2026,11.1,28.9,0.0,11.8,10.7,37.0,22.0,19.0,30.0,19.0,1019.3,1014.5,0.0,2.0,19.4,27.5,0,0,1,0,0,0,1,0,0,0,0
7483,17.0,27.5,0.0,7.0,10.4,46.0,30.0,19.0,30.0,24.0,1020.7,1017.5,2.0,3.0,22.1,26.4,0,1,0,0,0,0,0,1,0,0,0
9270,12.9,28.8,0.0,6.6,11.2,31.0,13.0,7.0,59.0,33.0,1026.6,1023.7,1.0,2.0,16.2,26.7,0,1,0,0,0,0,0,0,0,1,0
11810,8.4,14.1,2.8,0.6,2.9,41.0,20.0,17.0,82.0,83.0,1033.9,1034.4,8.0,8.0,12.2,13.1,1,1,0,0,0,0,0,0,0,1,0
748,7.5,23.5,0.0,5.0,13.1,33.0,9.0,19.0,67.0,49.0,1023.7,1021.7,5.0,0.0,16.1,22.4,0,0,0,1,0,0,0,0,1,0,0
4266,0.4,15.9,0.0,2.2,5.5,24.0,7.0,15.0,76.0,63.0,1031.9,1030.4,1.0,5.0,8.7,14.4,0,0,0,0,1,0,0,0,0,0,1
2521,19.9,32.2,0.0,5.8,10.9,31.0,15.0,20.0,70.0,18.0,1013.4,1009.3,2.0,1.0,24.8,31.8,0,1,0,0,0,0,1,0,0,0,0
11125,18.6,34.8,0.0,9.4,12.1,80.0,20.0,28.0,50.0,17.0,1007.0,999.6,1.0,5.0,25.1,32.4,0,0,0,1,0,1,0,0,0,0,0
13036,13.5,19.7,0.2,5.6,3.3,39.0,9.0,17.0,67.0,56.0,1020.3,1019.4,7.0,7.0,14.5,19.4,0,0,0,1,0,0,0,0,0,1,0
274,19.3,26.5,14.6,4.4,3.7,30.0,7.0,13.0,90.0,67.0,1023.5,1020.7,8.0,7.0,21.1,24.9,1,1,0,0,0,0,0,1,0,0,0
2163,25.1,38.1,0.0,11.0,8.7,35.0,13.0,11.0,53.0,21.0,1013.8,1010.2,7.0,5.0,27.7,37.6,0,0,0,1,0,0,1,0,0,0,0
1748,16.7,28.4,0.2,9.6,9.2,65.0,35.0,24.0,61.0,39.0,1017.9,1014.5,5.0,1.0,19.3,27.3,0,1,0,0,0,0,0,0,0,0,1
5230,18.6,29.5,0.0,9.8,10.7,50.0,24.0,31.0,58.0,49.0,1019.8,1015.8,5.0,3.0,26.0,27.9,0,0,1,0,0,0,0,1,0,0,0
2353,16.9,25.0,0.0,12.8,3.6,50.0,26.0,33.0,68.0,61.0,1015.1,1015.4,7.0,7.0,20.5,20.9,0,0,0,1,0,0,0,0,1,0,0
761,6.6,20.1,0.0,3.4,11.0,28.0,9.0,19.0,39.0,44.0,1013.5,1010.8,1.0,1.0,17.5,19.4,0,0,1,0,0,1,0,0,0,0,0
9942,7.0,21.5,0.0,3.6,9.0,39.0,7.0,20.0,77.0,31.0,1016.7,1012.8,6.0,1.0,11.5,20.8,0,1,0,0,0,0,0,0,0,1,0
3092,23.8,30.5,18.0,4.8,1.4,44.0,9.0,19.0,79.0,72.0,1006.5,1003.9,7.0,7.0,27.0,29.6,1,0,0,1,0,0,1,0,0,0,0
121,19.5,24.5,0.0,9.0,0.0,26.0,7.0,7.0,85.0,91.0,1016.3,1013.0,8.0,8.0,20.1,19.8,0,0,1,0,0,0,0,1,0,0,0
10852,13.3,18.6,1.6,0.6,2.2,37.0,15.0,13.0,99.0,90.0,1001.0,1000.0,8.0,7.0,13.8,16.5,1,1,0,0,0,0,0,0,0,1,0
11833,12.1,32.0,0.0,6.8,9.2,48.0,17.0,13.0,93.0,19.0,1020.4,1014.4,6.0,1.0,18.1,31.6,0,0,1,0,0,1,0,0,0,0,0
231,9.0,17.3,0.8,3.2,2.5,61.0,17.0,24.0,85.0,83.0,1010.5,1011.7,6.0,8.0,12.8,11.7,0,0,0,0,1,0,0,0,0,0,1
4005,13.2,19.8,7.0,5.0,5.5,39.0,11.0,20.0,85.0,59.0,1014.0,1014.7,8.0,3.0,16.3,17.9,1,0,1,0,0,0,0,0,0,0,1
7708,24.3,30.5,0.0,11.4,4.6,35.0,20.0,28.0,59.0,56.0,1012.8,1009.7,7.0,7.0,28.8,29.1,0,0,0,1,0,0,0,1,0,0,0
2527,21.0,32.3,0.0,6.6,9.9,31.0,17.0,19.0,73.0,39.0,1012.5,1009.3,4.0,4.0,25.5,31.8,0,1,0,0,0,0,1,0,0,0,0
4205,18.4,26.0,0.0,4.8,12.0,33.0,17.0,15.0,67.0,58.0,1015.0,1013.9,5.0,3.0,23.5,24.3,0,0,0,1,0,1,0,0,0,0,0
2293,6.0,16.1,1.6,4.4,7.9,37.0,20.0,15.0,72.0,34.0,1012.3,1009.4,7.0,8.0,11.2,15.6,1,0,1,0,0,0,0,0,0,1,0
2525,20.9,31.7,0.0,4.4,11.0,35.0,20.0,22.0,62.0,39.0,1013.0,1009.0,1.0,1.0,25.2,30.4,0,1,0,0,0,0,1,0,0,0,0
9091,14.7,26.7,1.0,4.4,8.1,37.0,17.0,19.0,75.0,52.0,1019.9,1017.6,3.0,5.0,19.9,23.1,0,1,0,0,0,1,0,0,0,0,0
4198,20.4,25.3,8.0,7.2,11.0,57.0,13.0,26.0,85.0,62.0,1006.2,1006.3,1.0,1.0,24.0,24.6,1,0,0,1,0,1,0,0,0,0,0
4372,11.0,26.9,0.0,9.0,12.6,35.0,15.0,17.0,46.0,41.0,1024.1,1020.2,7.0,1.0,20.1,24.6,0,0,1,0,0,0,0,0,0,0,1
4479,19.2,21.6,17.8,4.8,3.1,37.0,13.0,20.0,89.0,82.0,1015.4,1014.3,7.0,8.0,19.9,19.6,1,0,1,0,0,1,0,0,0,0,0
4209,22.2,29.2,1.0,3.0,7.6,31.0,15.0,20.0,82.0,55.0,1017.6,1014.4,6.0,1.0,24.4,28.3,0,0,0,0,1,0,0,1,0,0,0
158,9.4,18.9,0.0,0.8,4.7,28.0,7.0,9.0,88.0,72.0,1021.9,1021.2,7.0,6.0,13.4,18.5,0,1,0,0,0,0,0,0,1,0,0
2077,23.0,38.9,0.0,9.0,10.8,35.0,6.0,7.0,51.0,54.0,1007.2,1003.8,5.0,7.0,31.3,33.2,0,0,1,0,0,0,0,1,0,0,0
5212,18.7,28.8,0.0,7.2,10.6,33.0,17.0,24.0,64.0,48.0,1019.7,1015.8,3.0,1.0,24.5,27.7,0,0,0,0,1,0,0,1,0,0,0
2428,19.8,31.0,0.0,9.0,12.1,76.0,30.0,31.0,45.0,28.0,1016.3,1012.1,1.0,3.0,24.3,30.2,0,0,0,1,0,0,0,0,0,0,1
5545,20.9,28.2,0.0,5.6,6.2,37.0,15.0,20.0,67.0,50.0,1014.2,1010.4,7.0,4.0,23.2,27.6,0,1,0,0,0,0,0,1,0,0,0
3544,8.6,24.7,0.0,3.4,9.8,26.0,9.0,9.0,56.0,32.0,1025.7,1021.6,0.0,0.0,14.8,24.3,0,1,0,0,0,0,0,0,0,0,1
4372,5.0,14.2,2.2,2.6,8.1,48.0,30.0,11.0,70.0,81.0,1019.2,1019.9,5.0,7.0,9.4,10.7,1,0,1,0,0,0,0,0,0,1,0
1212,4.5,11.7,5.6,1.8,7.1,57.0,30.0,28.0,74.0,51.0,1015.8,1018.8,4.0,6.0,7.2,9.1,1,0,0,0,1,0,0,0,0,1,0
12603,14.5,23.0,0.0,8.8,7.8,74.0,41.0,37.0,57.0,43.0,1012.6,1013.7,7.0,3.0,17.1,21.4,0,1,0,0,0,1,0,0,0,0,0
8870,15.3,28.7,1.6,4.2,5.6,35.0,9.0,6.0,59.0,32.0,1011.8,1008.9,8.0,2.0,16.4,25.6,1,0,1,0,0,0,0,0,0,1,0
3357,24.3,33.5,0.6,6.6,6.6,41.0,11.0,4.0,64.0,47.0,1001.9,998.3,6.0,6.0,28.3,33.0,0,0,0,1,0,0,0,1,0,0,0
3038,23.3,31.6,12.4,4.4,7.2,33.0,7.0,24.0,77.0,71.0,1006.3,1003.9,6.0,6.0,28.0,30.5,1,1,0,0,0,0,0,1,0,0,0
2005,18.3,25.1,0.0,5.8,4.1,54.0,13.0,20.0,77.0,74.0,1016.9,1015.0,7.0,2.0,21.6,22.7,0,1,0,0,0,1,0,0,0,0,0
3442,15.6,26.6,0.0,8.0,2.1,74.0,50.0,24.0,66.0,42.0,1002.8,1004.1,7.0,6.0,21.3,25.5,0,0,0,1,0,0,0,0,0,1,0
2541,5.7,16.5,0.0,2.6,4.7,24.0,6.0,15.0,78.0,63.0,1015.7,1013.8,6.0,3.0,10.6,15.5,0,0,1,0,0,0,0,0,0,1,0
12223,5.6,14.6,0.0,3.0,9.1,54.0,22.0,26.0,70.0,61.0,1016.9,1015.2,4.0,7.0,11.2,14.2,0,0,0,0,1,0,0,0,0,1,0
9563,18.9,30.1,25.4,0.8,8.9,61.0,13.0,4.0,91.0,50.0,1010.4,1009.4,6.0,3.0,22.0,28.7,1,1,0,0,0,1,0,0,0,0,0
6487,20.5,30.5,0.0,7.2,11.2,37.0,7.0,15.0,52.0,49.0,1014.1,1009.9,2.0,3.0,27.1,29.5,0,1,0,0,0,0,0,1,0,0,0
2168,5.9,21.7,0.0,3.0,6.3,37.0,11.0,20.0,72.0,64.0,1019.4,1018.1,1.0,7.0,12.6,20.0,0,1,0,0,0,0,0,0,0,0,1
7306,20.5,30.1,0.0,11.8,11.8,41.0,15.0,30.0,46.0,52.0,1015.7,1012.3,4.0,1.0,27.1,28.2,0,0,1,0,0,0,0,1,0,0,0
7068,25.9,30.1,6.0,5.4,7.5,39.0,17.0,20.0,85.0,82.0,1008.2,1006.0,7.0,3.0,28.7,29.3,1,0,0,1,0,0,0,1,0,0,0
4715,5.3,15.6,4.4,8.6,8.3,48.0,26.0,24.0,57.0,57.0,1023.3,1023.9,1.0,7.0,11.4,13.3,1,0,1,0,0,0,0,0,0,1,0
1556,7.6,25.2,0.2,2.8,7.4,35.0,17.0,17.0,86.0,50.0,1029.4,1025.6,6.0,7.0,15.3,24.1,0,0,1,0,0,0,0,0,1,0,0
2350,15.9,36.2,0.0,10.2,9.1,56.0,31.0,15.0,31.0,16.0,1015.8,1009.5,6.0,7.0,24.3,35.0,0,0,0,1,0,0,0,0,0,0,1
7116,23.1,28.1,30.4,6.4,0.0,46.0,17.0,17.0,94.0,87.0,1008.9,1005.4,8.0,8.0,25.2,27.1,1,1,0,0,0,0,0,1,0,0,0
4026,10.4,17.3,0.0,2.2,2.8,30.0,7.0,9.0,58.0,59.0,1021.3,1019.2,6.0,7.0,14.0,15.1,0,0,0,0,1,1,0,0,0,0,0
12568,19.6,28.4,0.4,6.4,9.3,33.0,2.0,22.0,76.0,68.0,1010.7,1006.1,5.0,3.0,22.9,26.4,0,0,0,1,0,1,0,0,0,0,0
2802,23.7,32.3,0.0,8.6,12.5,26.0,4.0,7.0,60.0,54.0,1013.3,1009.2,3.0,1.0,29.1,31.2,0,0,0,1,0,0,0,1,0,0,0
12554,18.2,25.4,0.0,5.2,4.7,41.0,13.0,22.0,68.0,63.0,1019.0,1016.0,7.0,6.0,21.1,24.4,0,0,1,0,0,1,0,0,0,0,0
6325,22.6,31.5,0.0,6.6,12.2,63.0,17.0,31.0,67.0,52.0,1009.1,1005.4,1.0,1.0,26.6,30.7,0,0,0,1,0,1,0,0,0,0,0
8684,13.5,28.9,0.0,6.2,10.6,22.0,9.0,9.0,67.0,39.0,1018.2,1014.8,1.0,2.0,20.3,28.0,0,1,0,0,0,0,0,0,0,1,0
720,3.8,17.8,0.0,3.0,10.6,28.0,9.0,15.0,68.0,45.0,1022.9,1020.9,0.0,1.0,13.1,17.0,0,0,0,0,1,1,0,0,0,0,0
9119,10.0,23.5,0.0,5.8,9.6,41.0,20.0,20.0,70.0,37.0,1012.1,1010.3,1.0,2.0,14.1,21.4,0,0,1,0,0,0,0,0,0,1,0
6393,11.4,19.4,0.0,7.2,9.9,50.0,35.0,31.0,37.0,26.0,1013.3,1012.7,1.0,1.0,15.2,18.4,0,1,0,0,0,1,0,0,0,0,0
7933,14.5,32.4,0.0,11.2,13.6,43.0,15.0,20.0,39.0,13.0,1017.1,1013.8,5.0,7.0,21.3,31.1,0,0,0,1,0,0,0,0,0,1,0
137,11.6,19.6,0.0,2.8,1.6,33.0,6.0,17.0,71.0,64.0,1023.6,1021.8,7.0,8.0,14.0,17.9,0,1,0,0,0,0,0,0,0,1,0
3702,9.4,19.3,0.0,2.2,2.1,33.0,7.0,11.0,95.0,87.0,1013.8,1011.3,7.0,7.0,12.2,15.2,0,0,1,0,0,0,0,0,0,1,0
1231,4.2,14.0,5.8,3.0,5.7,56.0,11.0,26.0,85.0,57.0,1015.7,1012.1,1.0,2.0,8.7,13.4,1,0,0,0,1,0,0,0,1,0,0
4859,19.1,24.7,13.0,1.0,0.3,33.0,13.0,7.0,94.0,73.0,1019.0,1014.8,7.0,7.0,19.9,24.0,1,0,0,0,1,0,0,1,0,0,0
12877,12.3,22.2,0.0,3.8,9.4,46.0,6.0,24.0,67.0,40.0,1017.8,1013.6,7.0,1.0,14.3,21.7,0,0,0,0,1,0,0,0,0,1,0
5729,13.0,28.2,0.0,7.4,13.2,37.0,11.0,20.0,39.0,38.0,1019.7,1016.0,0.0,0.0,21.8,25.3,0,0,1,0,0,0,0,0,0,0,1
10331,0.2,15.3,0.2,2.0,8.8,26.0,7.0,17.0,95.0,61.0,1027.8,1024.0,2.0,2.0,4.3,15.0,0,0,0,0,1,0,0,0,0,1,0
22,12.8,18.5,25.8,2.8,0.6,28.0,13.0,13.0,91.0,79.0,1014.0,1014.9,8.0,8.0,14.0,16.8,1,0,1,0,0,0,0,0,0,1,0
5805,15.7,22.7,0.0,5.4,9.3,26.0,13.0,13.0,65.0,64.0,1022.7,1021.5,5.0,7.0,20.7,21.3,0,0,1,0,0,1,0,0,0,0,0
5194,18.4,24.6,0.0,6.0,4.5,30.0,20.0,15.0,67.0,74.0,1013.9,1012.6,5.0,7.0,23.5,23.4,0,0,0,1,0,1,0,0,0,0,0
292,13.1,24.6,0.0,5.0,6.3,26.0,11.0,9.0,57.0,55.0,1022.6,1019.9,1.0,7.0,18.8,22.4,0,1,0,0,0,0,0,1,0,0,0
4822,27.8,41.3,0.0,19.8,13.1,52.0,20.0,7.0,41.0,19.0,1009.2,1005.8,0.0,6.0,31.6,38.3,0,0,0,1,0,0,0,0,1,0,0
4695,9.6,15.4,3.8,4.2,5.0,54.0,22.0,22.0,73.0,61.0,1016.7,1018.6,3.0,7.0,11.2,11.9,1,0,1,0,0,0,0,0,0,1,0
10082,10.2,28.6,0.0,5.4,13.0,43.0,13.0,11.0,61.0,26.0,1023.4,1020.5,0.0,0.0,16.9,26.5,0,0,1,0,0,0,0,0,0,1,0
5914,7.3,20.0,0.0,9.0,12.0,43.0,26.0,26.0,49.0,24.0,1027.9,1025.2,1.0,0.0,11.9,18.6,0,0,1,0,0,0,0,0,1,0,0
791,3.4,20.3,0.0,4.0,10.0,35.0,13.0,9.0,77.0,46.0,1024.6,1020.4,0.0,1.0,10.9,19.5,0,0,0,0,1,0,1,0,0,0,0
9829,28.3,42.7,0.0,16.0,6.0,52.0,11.0,24.0,20.0,11.0,1009.4,1004.7,6.0,8.0,30.0,39.3,0,0,0,1,0,0,0,0,0,1,0
2417,21.6,31.8,0.0,8.4,12.1,31.0,6.0,13.0,56.0,62.0,1013.4,1008.3,1.0,2.0,28.2,29.7,0,0,1,0,0,0,0,1,0,0,0
8583,14.8,19.4,6.0,2.8,3.4,54.0,28.0,22.0,70.0,59.0,1022.1,1021.7,7.0,7.0,16.6,18.4,1,0,1,0,0,1,0,0,0,0,0
4036,24.5,32.7,0.0,8.4,9.8,31.0,13.0,20.0,65.0,67.0,1009.3,1007.1,3.0,3.0,29.3,30.9,0,0,0,1,0,0,0,1,0,0,0
775,16.5,31.1,0.0,8.4,11.3,63.0,39.0,19.0,46.0,21.0,1020.7,1015.7,1.0,1.0,21.8,30.5,0,1,0,0,0,0,0,0,0,0,1
10388,6.9,22.8,0.6,2.8,7.6,65.0,33.0,35.0,44.0,30.0,1009.3,1001.9,7.0,6.0,14.2,21.3,0,0,1,0,0,0,0,0,0,1,0
3816,19.8,26.7,0.0,7.2,7.5,46.0,24.0,26.0,66.0,59.0,1018.9,1016.2,2.0,3.0,22.7,24.3,0,0,0,0,1,0,0,1,0,0,0
6739,25.7,31.2,0.0,4.4,1.6,37.0,13.0,30.0,80.0,66.0,1005.7,1003.2,7.0,7.0,27.5,30.2,0,1,0,0,0,0,0,1,0,0,0
2332,18.3,33.4,0.0,8.6,10.5,39.0,20.0,9.0,68.0,28.0,1019.2,1015.9,0.0,3.0,23.3,32.3,0,1,0,0,0,1,0,0,0,0,0
6295,23.0,28.4,0.0,8.8,4.8,43.0,9.0,13.0,53.0,49.0,1016.5,1015.8,7.0,7.0,23.4,27.3,0,1,0,0,0,0,0,0,0,1,0
1491,25.8,40.1,0.4,12.8,8.8,69.0,17.0,24.0,24.0,17.0,1008.7,1004.5,2.0,2.0,31.2,37.9,0,0,0,1,0,0,1,0,0,0,0
608,8.8,27.2,0.0,5.4,11.1,33.0,17.0,26.0,63.0,45.0,1024.4,1019.9,0.0,0.0,18.5,25.0,0,0,1,0,0,0,0,0,0,0,1
4100,25.6,41.1,0.0,15.0,13.3,41.0,19.0,15.0,42.0,20.0,1009.6,1005.6,1.0,1.0,32.0,40.0,0,0,0,1,0,0,0,0,0,0,1
3423,15.4,34.1,0.0,10.0,13.4,37.0,26.0,15.0,49.0,15.0,1016.5,1011.1,0.0,1.0,22.8,32.0,0,0,0,1,0,1,0,0,0,0,0
213,20.5,36.1,0.0,7.4,12.0,31.0,7.0,13.0,60.0,50.0,1010.0,1006.5,0.0,1.0,27.8,33.1,0,0,0,1,0,0,0,1,0,0,0
1509,7.8,19.4,0.0,1.8,1.6,43.0,17.0,24.0,62.0,66.0,1016.2,1015.2,7.0,7.0,15.4,15.5,0,1,0,0,0,0,0,0,0,1,0
3223,21.5,30.3,0.0,9.6,6.6,39.0,20.0,28.0,38.0,40.0,1018.7,1014.6,6.0,3.0,26.9,27.6,0,0,1,0,0,0,0,1,0,0,0
1133,19.2,28.4,2.0,8.2,10.6,31.0,4.0,17.0,67.0,62.0,1013.0,1011.1,4.0,5.0,26.1,26.4,1,0,0,1,0,0,0,1,0,0,0
5692,23.3,31.8,0.0,8.0,11.2,33.0,20.0,19.0,59.0,44.0,1014.5,1009.8,2.0,1.0,27.0,29.8,0,0,1,0,0,0,0,1,0,0,0
3332,19.7,40.4,0.0,13.2,9.8,52.0,20.0,24.0,14.0,9.0,1011.1,1008.8,5.0,6.0,34.0,37.8,0,0,0,1,0,0,0,0,1,0,0
5754,10.3,14.6,0.2,3.0,0.3,30.0,13.0,17.0,47.0,43.0,1028.2,1025.9,7.0,7.0,11.4,13.9,0,0,1,0,0,0,0,0,0,1,0
2274,6.5,18.2,1.0,2.0,3.3,30.0,6.0,13.0,96.0,73.0,1016.7,1013.6,8.0,8.0,11.4,16.1,0,0,1,0,0,0,0,0,0,1,0
2275,9.9,18.3,0.0,2.0,7.3,30.0,19.0,19.0,89.0,68.0,1017.9,1015.9,8.0,8.0,13.2,17.3,0,0,1,0,0,0,0,0,0,1,0
1546,20.6,28.9,0.0,4.4,9.8,50.0,9.0,26.0,72.0,71.0,1011.6,1008.4,7.0,5.0,25.6,27.8,0,0,0,1,0,1,0,0,0,0,0
4834,20.2,21.9,2.0,4.2,0.1,33.0,22.0,17.0,89.0,80.0,1011.9,1011.5,8.0,8.0,20.3,20.2,1,0,0,1,0,1,0,0,0,0,0
2831,11.1,32.6,0.0,6.8,10.8,43.0,13.0,22.0,32.0,14.0,1022.7,1020.5,0.0,0.0,23.6,32.2,0,1,0,0,0,0,0,0,0,0,1
12945,3.6,22.7,0.2,2.8,10.9,24.0,6.0,7.0,89.0,51.0,1021.6,1017.5,4.0,7.0,9.8,21.3,0,0,1,0,0,0,0,0,0,1,0
515,11.1,16.3,10.6,0.8,1.6,54.0,35.0,22.0,97.0,93.0,1017.1,1017.5,8.0,8.0,13.5,15.0,1,1,0,0,0,0,0,0,1,0,0
9578,8.4,25.3,0.0,5.4,10.6,31.0,7.0,19.0,76.0,30.0,1020.5,1018.6,1.0,1.0,14.4,24.3,0,1,0,0,0,1,0,0,0,0,0
398,20.9,33.8,0.0,8.0,10.0,52.0,31.0,28.0,61.0,43.0,1015.0,1012.4,6.0,1.0,23.9,30.7,0,0,0,1,0,0,0,0,0,0,1
2193,20.1,28.3,81.8,3.2,8.8,19.0,6.0,9.0,81.0,57.0,1018.3,1014.4,6.0,1.0,23.6,27.6,1,1,0,0,0,0,0,1,0,0,0
2500,7.4,14.7,0.0,4.0,1.8,43.0,28.0,19.0,56.0,49.0,1022.9,1021.8,6.0,6.0,10.9,13.9,0,0,1,0,0,1,0,0,0,0,0
3258,21.2,29.9,13.4,6.0,8.6,57.0,33.0,33.0,69.0,39.0,1020.4,1017.0,7.0,2.0,23.1,27.8,1,0,1,0,0,0,0,1,0,0,0
5099,18.9,30.9,0.0,8.0,12.2,35.0,9.0,17.0,66.0,52.0,1015.8,1014.8,2.0,1.0,25.4,27.8,0,0,0,1,0,0,0,0,0,0,1
1,8.1,22.9,0.0,2.0,9.8,30.0,15.0,19.0,41.0,30.0,1018.8,1015.0,0.0,0.0,16.2,22.4,0,0,0,0,1,0,0,1,0,0,0
8369,10.3,18.4,1.4,1.4,5.8,35.0,13.0,22.0,96.0,59.0,1019.6,1017.0,7.0,4.0,11.5,17.6,1,1,0,0,0,0,0,0,0,1,0
8958,16.3,28.8,0.0,6.2,5.1,39.0,11.0,20.0,28.0,27.0,1011.2,1009.0,7.0,7.0,23.0,27.1,0,1,0,0,0,0,0,0,0,1,0
4605,13.0,19.1,16.8,1.4,6.6,44.0,15.0,15.0,70.0,56.0,1015.7,1016.8,6.0,3.0,15.9,18.4,1,0,1,0,0,0,0,0,0,0,1
6878,12.0,19.1,12.8,1.8,7.6,46.0,20.0,17.0,75.0,62.0,1011.0,1009.6,7.0,1.0,15.8,18.9,1,0,1,0,0,1,0,0,0,0,0
3608,23.1,39.4,15.8,60.2,9.5,54.0,31.0,26.0,51.0,23.0,1014.1,1009.1,2.0,5.0,29.2,38.0,1,0,1,0,0,1,0,0,0,0,0
1730,16.8,36.4,0.0,10.8,11.6,44.0,30.0,9.0,2.0,4.0,1014.6,1010.4,0.0,1.0,29.9,35.8,0,0,1,0,0,0,1,0,0,0,0
1703,4.1,24.4,0.0,6.6,11.3,41.0,4.0,19.0,30.0,14.0,1025.2,1020.4,0.0,0.0,15.7,23.8,0,0,0,0,1,0,1,0,0,0,0
9874,21.7,34.7,59.4,11.0,7.8,35.0,9.0,13.0,86.0,52.0,1012.1,1012.5,7.0,1.0,24.6,32.6,1,0,0,1,0,1,0,0,0,0,0
1020,19.7,38.8,0.0,12.0,10.9,56.0,24.0,20.0,29.0,7.0,1009.9,1005.2,6.0,1.0,28.4,38.1,0,0,0,1,0,0,0,0,0,0,1
4754,15.1,29.3,0.0,10.6,12.8,43.0,15.0,22.0,54.0,45.0,1016.0,1012.3,1.0,0.0,20.2,25.5,0,0,0,1,0,0,0,0,0,0,1
4305,22.5,31.6,0.0,9.4,11.8,37.0,22.0,24.0,58.0,55.0,1014.0,1010.9,7.0,6.0,27.9,29.5,0,0,1,0,0,0,0,1,0,0,0
12567,20.5,30.0,0.0,7.8,13.6,44.0,15.0,28.0,58.0,48.0,1020.6,1017.9,1.0,2.0,26.4,28.7,0,0,0,1,0,1,0,0,0,0,0
5167,13.6,23.3,0.0,4.0,3.3,28.0,7.0,11.0,82.0,55.0,1017.0,1015.7,7.0,7.0,17.0,21.6,0,1,0,0,0,0,0,0,0,0,1
5353,15.4,26.9,0.0,8.0,5.6,30.0,13.0,11.0,62.0,50.0,1015.8,1013.2,7.0,8.0,20.4,25.9,0,0,1,0,0,0,0,0,0,0,1
1595,0.7,19.0,0.0,1.0,6.3,28.0,4.0,7.0,97.0,55.0,1012.5,1009.2,2.0,6.0,7.1,17.4,0,0,0,0,1,0,0,0,0,1,0
2040,10.5,34.1,0.0,12.0,11.8,35.0,11.0,19.0,7.0,5.0,1026.0,1021.2,0.0,1.0,27.4,32.8,0,0,1,0,0,0,1,0,0,0,0
11503,17.2,34.3,0.0,7.0,12.9,37.0,13.0,15.0,55.0,27.0,1018.6,1015.7,1.0,2.0,24.4,31.8,0,0,0,1,0,1,0,0,0,0,0
2687,9.0,24.3,0.0,6.8,9.7,39.0,11.0,24.0,77.0,45.0,1015.0,1012.4,4.0,5.0,15.0,22.8,0,0,0,1,0,0,0,0,0,1,0
9135,7.4,20.1,0.0,8.4,12.5,44.0,22.0,13.0,44.0,23.0,1024.4,1023.4,0.0,1.0,11.6,17.7,0,0,1,0,0,0,0,0,0,1,0
4465,20.8,26.4,0.0,3.8,2.0,20.0,7.0,13.0,85.0,73.0,1014.6,1013.5,7.0,6.0,22.7,24.1,0,1,0,0,0,0,0,0,0,0,1
3507,25.0,32.5,0.0,7.0,10.2,30.0,11.0,20.0,69.0,53.0,1014.9,1010.6,3.0,6.0,29.4,31.6,0,1,0,0,0,0,1,0,0,0,0
