,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,Autumn,Spring,Summer,Winter,NSW,NT,QLD,SA,VIC,WA
5104,6.1,25.5,0.0,4.2,10.9,22.0,13.0,9.0,67.0,18.0,1022.5,1019.6,2.0,7.0,13.5,23.9,0,0,1,0,0,0,0,0,0,1,0
786,7.0,10.5,2.2,0.2,0.0,28.0,15.0,17.0,92.0,87.0,1023.6,1022.5,7.0,8.0,8.6,9.8,1,0,0,0,1,0,1,0,0,0,0
31,21.0,39.1,0.0,10.6,13.1,39.0,19.0,28.0,55.0,36.0,1010.6,1008.4,1.0,1.0,29.7,36.4,0,0,0,1,0,0,0,0,0,0,1
3562,5.9,25.2,0.0,3.4,10.9,50.0,9.0,24.0,28.0,15.0,1015.9,1009.8,3.0,4.0,18.6,24.7,0,0,1,0,0,0,0,0,1,0,0
4925,25.0,32.9,0.0,6.6,8.1,31.0,7.0,22.0,83.0,58.0,1014.1,1010.3,3.0,2.0,27.6,31.5,0,0,0,0,1,0,1,0,0,0,0
6415,15.0,21.6,24.4,4.4,3.0,61.0,11.0,31.0,93.0,66.0,1022.2,1020.4,8.0,7.0,16.6,19.3,1,1,0,0,0,1,0,0,0,0,0
1538,20.7,35.8,0.0,14.6,12.3,54.0,13.0,35.0,35.0,19.0,1006.9,1003.2,0.0,2.0,30.2,35.6,0,0,0,1,0,0,1,0,0,0,0
3502,-1.3,11.7,0.0,1.2,7.8,28.0,6.0,15.0,92.0,69.0,1029.3,1027.2,1.0,6.0,3.8,10.7,0,0,0,0,1,0,0,0,1,0,0
5545,10.5,22.7,0.0,2.4,9.2,26.0,9.0,9.0,86.0,68.0,1016.2,1014.3,1.0,3.0,15.8,20.8,0,1,0,0,0,0,0,0,0,0,1
10674,5.2,11.5,6.6,2.0,2.6,76.0,31.0,31.0,92.0,89.0,1004.7,1002.6,8.0,8.0,8.6,8.1,1,0,0,0,1,0,0,0,0,1,0
866,12.1,26.4,0.0,4.0,4.7,39.0,2.0,20.0,79.0,59.0,1016.4,1015.0,7.0,8.0,16.6,21.3,0,1,0,0,0,0,0,0,0,1,0
3199,7.8,12.4,3.0,2.0,2.9,37.0,19.0,26.0,96.0,80.0,1015.5,1014.3,8.0,6.0,9.4,11.0,1,0,0,0,1,0,0,0,1,0,0
3337,8.1,12.0,0.0,3.2,0.2,76.0,33.0,41.0,68.0,67.0,1021.4,1015.1,7.0,7.0,10.6,11.6,0,0,0,0,1,0,0,0,0,1,0
6134,24.2,31.1,2.0,6.2,8.0,31.0,4.0,26.0,75.0,68.0,1010.1,1008.4,6.0,4.0,28.1,30.8,1,0,0,1,0,0,0,1,0,0,0
11318,14.0,20.2,0.0,7.8,6.9,43.0,22.0,28.0,76.0,72.0,1015.0,1015.4,8.0,8.0,16.2,17.9,0,0,0,1,0,0,0,0,0,1,0
6971,11.2,17.9,0.2,3.4,6.4,46.0,31.0,30.0,51.0,44.0,1010.7,1011.1,5.0,7.0,13.4,16.4,0,0,1,0,0,0,0,0,0,1,0
8570,15.0,32.0,0.0,8.8,13.0,39.0,9.0,19.0,37.0,15.0,1011.6,1008.5,2.0,1.0,22.9,31.4,0,0,0,1,0,0,0,0,0,1,0
3880,20.5,31.1,0.0,6.8,10.7,46.0,30.0,17.0,37.0,22.0,1013.0,1009.2,7.0,6.0,23.9,30.1,0,0,0,0,1,0,1,0,0,0,0
11500,16.9,30.8,0.0,5.0,12.8,33.0,17.0,7.0,56.0,35.0,1012.3,1011.0,1.0,2.0,21.0,29.2,0,0,0,1,0,1,0,0,0,0,0
4197,15.5,23.9,0.0,7.4,11.1,46.0,31.0,30.0,24.0,29.0,1020.1,1016.3,1.0,0.0,19.9,22.3,0,0,0,0,1,0,0,1,0,0,0
423,13.1,32.0,0.0,8.4,11.4,31.0,7.0,7.0,37.0,15.0,1021.5,1018.1,0.0,1.0,19.1,30.7,0,1,0,0,0,1,0,0,0,0,0
8755,17.4,23.4,0.0,4.0,7.1,50.0,11.0,31.0,67.0,80.0,1019.9,1019.1,1.0,7.0,21.5,21.1,0,1,0,0,0,1,0,0,0,0,0
7885,20.2,34.7,0.0,12.0,12.7,39.0,24.0,17.0,40.0,22.0,1025.0,1021.9,1.0,1.0,26.5,33.8,0,0,1,0,0,0,0,0,0,1,0
4996,22.6,27.4,8.6,6.0,0.5,39.0,24.0,19.0,88.0,90.0,1008.6,1006.3,7.0,8.0,24.7,25.8,1,0,0,1,0,0,0,1,0,0,0
2822,12.5,19.9,0.0,4.2,5.0,41.0,20.0,24.0,63.0,47.0,1021.1,1020.4,7.0,3.0,14.2,18.4,0,1,0,0,0,0,0,0,0,1,0
1940,9.6,29.5,0.0,4.0,10.1,24.0,2.0,13.0,67.0,26.0,1021.7,1017.1,2.0,2.0,16.7,28.5,0,1,0,0,0,0,1,0,0,0,0
5869,7.5,18.8,0.0,3.6,9.9,33.0,9.0,20.0,86.0,42.0,1022.4,1020.4,2.0,2.0,11.7,18.4,0,0,0,0,1,0,0,0,1,0,0
7266,20.8,29.6,0.0,8.0,9.2,28.0,9.0,13.0,68.0,53.0,1016.6,1012.5,7.0,1.0,26.1,28.1,0,0,1,0,0,0,0,1,0,0,0
5497,20.7,27.3,0.0,7.6,2.2,31.0,11.0,15.0,68.0,57.0,1012.3,1011.4,6.0,7.0,22.5,24.6,0,1,0,0,0,0,0,0,0,0,1
3504,18.3,28.9,6.2,8.6,5.8,35.0,20.0,7.0,94.0,45.0,1015.2,1011.5,8.0,6.0,18.6,28.4,1,1,0,0,0,1,0,0,0,0,0
2632,7.9,18.8,0.0,2.4,9.2,57.0,30.0,26.0,35.0,28.0,1014.1,1011.5,5.0,3.0,14.3,18.5,0,0,0,0,1,0,0,0,1,0,0
1565,23.0,36.0,0.0,11.4,9.8,72.0,20.0,20.0,37.0,20.0,1014.7,1010.6,2.0,7.0,29.3,34.1,0,1,0,0,0,0,1,0,0,0,0
6442,25.4,31.9,3.6,8.2,11.4,30.0,7.0,22.0,70.0,58.0,1009.9,1007.5,3.0,5.0,29.4,31.6,1,0,0,1,0,0,0,1,0,0,0
1941,7.1,23.5,0.0,3.6,7.8,41.0,15.0,26.0,97.0,50.0,1012.7,1012.7,8.0,3.0,13.2,21.7,0,0,1,0,0,0,0,0,1,0,0
7120,22.5,29.1,0.0,6.6,10.3,31.0,13.0,24.0,71.0,67.0,1015.9,1013.1,4.0,3.0,27.0,28.1,0,1,0,0,0,0,0,1,0,0,0
2055,8.2,23.1,0.0,2.4,5.4,28.0,11.0,7.0,83.0,45.0,1020.8,1017.3,5.0,6.0,13.5,22.9,0,1,0,0,0,1,0,0,0,0,0
198,4.9,15.8,0.0,1.6,5.5,20.0,6.0,9.0,90.0,55.0,1027.9,1024.6,3.0,7.0,10.2,14.2,0,0,0,0,1,1,0,0,0,0,0
2636,5.9,19.3,0.0,2.6,10.4,26.0,6.0,13.0,55.0,43.0,1022.1,1019.2,5.0,1.0,14.6,18.6,0,0,1,0,0,0,0,0,0,0,1
1448,18.9,28.8,0.0,7.0,8.6,46.0,17.0,28.0,69.0,59.0,1016.3,1013.7,5.0,1.0,24.4,26.0,0,0,1,0,0,1,0,0,0,0,0
3931,19.0,22.4,5.8,4.8,1.3,63.0,30.0,22.0,82.0,91.0,1009.8,1007.9,7.0,7.0,20.6,20.8,1,1,0,0,0,1,0,0,0,0,0
11393,10.0,28.7,0.4,2.8,12.0,28.0,7.0,7.0,78.0,40.0,1026.8,1023.6,0.0,3.0,17.7,27.5,0,0,1,0,0,1,0,0,0,0,0
9981,6.0,16.9,0.2,1.6,5.2,33.0,15.0,19.0,93.0,58.0,1020.5,1019.9,1.0,4.0,8.4,15.8,0,0,0,0,1,0,0,0,0,1,0
489,5.3,25.2,0.0,3.6,10.1,30.0,9.0,17.0,36.0,13.0,1021.2,1019.1,1.0,1.0,14.3,25.2,0,0,0,0,1,0,1,0,0,0,0
10138,17.6,28.5,0.0,10.8,6.0,52.0,9.0,24.0,65.0,34.0,1006.0,1004.0,0.0,5.0,17.8,26.1,0,1,0,0,0,0,0,0,0,1,0
843,15.8,37.5,0.0,8.4,13.3,30.0,2.0,9.0,56.0,23.0,1016.5,1012.7,0.0,1.0,24.0,36.9,0,0,0,1,0,0,0,0,0,1,0
2998,12.4,30.0,0.0,3.6,7.3,35.0,15.0,13.0,74.0,36.0,1014.8,1011.1,8.0,5.0,17.0,28.2,0,0,1,0,0,0,0,0,1,0,0
9316,4.8,20.4,0.0,2.4,8.4,20.0,4.0,7.0,89.0,52.0,1030.5,1027.3,5.0,5.0,12.7,19.2,0,1,0,0,0,0,0,0,0,1,0
2019,6.1,20.6,0.0,6.0,9.3,50.0,9.0,20.0,64.0,57.0,1019.0,1016.7,1.0,8.0,15.1,18.4,0,0,0,1,0,0,0,0,0,1,0
3522,25.4,35.0,0.0,5.4,10.7,43.0,17.0,26.0,65.0,42.0,1008.6,1005.7,4.0,5.0,28.7,33.6,0,1,0,0,0,0,1,0,0,0,0
6108,14.7,19.0,0.0,5.6,2.4,31.0,13.0,15.0,55.0,58.0,1027.3,1025.2,7.0,2.0,17.3,18.3,0,0,1,0,0,1,0,0,0,0,0
14486,11.7,16.1,0.0,1.8,0.2,19.0,4.0,9.0,99.0,71.0,1022.1,1020.7,7.0,8.0,12.3,14.4,0,0,0,0,1,0,0,0,0,1,0
13496,6.4,14.5,0.0,2.2,4.0,33.0,6.0,15.0,84.0,59.0,1027.0,1023.7,5.0,7.0,9.5,13.5,0,0,0,0,1,0,0,0,0,1,0
2107,8.4,18.5,0.0,1.6,4.3,54.0,20.0,17.0,79.0,90.0,1013.3,1014.1,4.0,8.0,14.0,11.8,0,1,0,0,0,0,0,0,1,0,0
6390,3.9,11.4,0.0,1.2,9.1,78.0,26.0,35.0,72.0,45.0,1019.2,1016.0,4.0,5.0,5.8,11.0,0,0,0,0,1,0,0,0,0,1,0
2767,10.4,25.1,0.0,5.2,7.8,26.0,11.0,17.0,73.0,47.0,1018.6,1017.4,8.0,5.0,15.3,22.4,0,0,0,1,0,0,0,0,0,1,0
4591,10.0,19.5,0.0,1.8,4.4,63.0,46.0,19.0,88.0,73.0,1015.3,1016.1,7.0,7.0,13.8,18.0,0,1,0,0,0,0,0,0,0,1,0
2726,11.7,26.5,0.0,8.0,13.2,41.0,20.0,13.0,56.0,29.0,1020.4,1017.3,2.0,4.0,16.2,24.7,0,0,0,1,0,0,0,0,1,0,0
2789,21.2,30.8,0.0,9.6,12.6,28.0,7.0,11.0,60.0,53.0,1012.8,1008.5,3.0,1.0,27.6,29.3,0,0,0,1,0,0,0,1,0,0,0
3173,16.0,32.0,0.0,7.4,10.4,37.0,19.0,11.0,39.0,21.0,1022.0,1017.8,0.0,1.0,23.3,31.6,0,1,0,0,0,0,0,0,0,0,1
2268,9.3,26.9,0.6,3.4,10.8,39.0,15.0,13.0,32.0,23.0,1024.3,1020.3,3.0,0.0,20.5,26.7,0,0,1,0,0,0,0,0,0,0,1
270,10.8,22.8,0.0,4.6,8.8,35.0,20.0,22.0,67.0,50.0,1018.7,1016.2,5.0,7.0,17.7,21.4,0,0,1,0,0,0,0,0,0,0,1
2184,21.9,35.1,0.0,9.4,9.3,56.0,15.0,20.0,63.0,32.0,1011.6,1007.4,3.0,7.0,27.5,33.5,0,1,0,0,0,0,1,0,0,0,0
4139,15.0,25.6,0.0,3.8,10.3,28.0,17.0,15.0,73.0,40.0,1014.7,1010.9,2.0,2.0,20.2,24.8,0,0,0,0,1,0,0,1,0,0,0
340,24.9,30.1,0.0,18.0,2.1,74.0,37.0,35.0,57.0,47.0,1006.0,1006.4,7.0,7.0,25.7,27.7,0,0,0,1,0,0,1,0,0,0,0
3094,22.8,28.5,0.8,5.6,5.8,46.0,28.0,24.0,67.0,59.0,1017.5,1014.8,6.0,6.0,25.0,26.8,0,1,0,0,0,0,0,1,0,0,0
2616,9.9,13.4,1.6,1.2,2.0,35.0,11.0,22.0,96.0,81.0,1025.7,1023.6,7.0,6.0,10.6,12.4,1,0,0,0,1,0,0,0,1,0,0
4519,20.3,26.0,0.6,5.2,8.4,30.0,15.0,22.0,84.0,82.0,1017.4,1015.9,3.0,7.0,23.3,23.2,0,0,0,1,0,1,0,0,0,0,0
634,9.2,28.2,0.0,9.6,12.4,39.0,20.0,24.0,25.0,12.0,1012.4,1007.7,1.0,4.0,20.8,27.8,0,0,1,0,0,0,1,0,0,0,0
11143,11.4,20.0,0.0,3.8,6.5,24.0,7.0,17.0,92.0,81.0,1017.8,1016.6,7.0,7.0,17.5,18.0,0,1,0,0,0,0,0,0,0,1,0
13062,8.1,26.4,0.0,6.4,11.3,30.0,4.0,13.0,76.0,36.0,1013.2,1010.4,3.0,4.0,14.1,25.8,0,0,0,1,0,0,0,0,0,1,0
5694,10.8,21.6,0.0,4.0,11.9,31.0,13.0,17.0,55.0,48.0,1023.9,1019.7,1.0,2.0,16.1,19.5,0,0,1,0,0,0,0,0,0,0,1
7808,20.9,31.0,0.0,8.0,10.2,35.0,13.0,26.0,62.0,61.0,1016.9,1013.4,5.0,6.0,27.1,28.6,0,1,0,0,0,0,0,1,0,0,0
11429,8.6,28.7,0.0,9.8,13.7,37.0,4.0,19.0,47.0,19.0,1017.0,1012.8,0.0,0.0,18.8,27.3,0,0,1,0,0,1,0,0,0,0,0
6431,25.5,31.8,1.4,4.4,10.6,39.0,13.0,20.0,76.0,65.0,1006.3,1002.7,6.0,4.0,29.2,30.8,1,0,0,1,0,0,0,1,0,0,0
10819,4.4,17.1,0.0,4.6,11.3,33.0,9.0,19.0,75.0,57.0,1027.4,1026.4,4.0,8.0,13.5,16.4,0,0,0,1,0,0,0,0,0,1,0
370,21.2,38.8,0.0,13.8,12.8,37.0,15.0,13.0,26.0,10.0,1008.7,1005.5,2.0,1.0,30.4,38.2,0,0,0,1,0,0,1,0,0,0,0
11645,16.9,31.1,4.4,4.4,8.2,37.0,15.0,7.0,81.0,48.0,1010.7,1007.0,1.0,3.0,21.7,30.6,1,1,0,0,0,1,0,0,0,0,0
6553,13.1,26.1,0.0,4.4,10.4,33.0,7.0,17.0,71.0,35.0,1016.3,1012.6,6.0,2.0,19.5,25.6,0,0,0,0,1,0,0,1,0,0,0
7121,4.5,13.7,0.0,0.0,4.3,44.0,6.0,28.0,95.0,54.0,1024.2,1019.7,7.0,7.0,4.5,13.4,0,0,0,0,1,0,0,0,0,1,0
6461,8.7,14.9,0.6,4.0,0.4,46.0,24.0,24.0,55.0,48.0,1024.7,1023.1,8.0,7.0,11.6,14.1,0,0,1,0,0,0,0,0,0,1,0
4097,22.9,28.9,0.0,5.4,2.8,31.0,15.0,17.0,79.0,66.0,1013.8,1010.3,7.0,7.0,24.6,28.4,0,1,0,0,0,0,0,1,0,0,0
1940,12.4,22.7,0.0,6.6,6.3,43.0,26.0,19.0,80.0,54.0,1019.6,1015.5,8.0,5.0,13.7,21.5,0,0,1,0,0,0,0,0,1,0,0
3124,18.3,28.3,0.0,7.4,1.3,39.0,11.0,11.0,45.0,43.0,1009.2,1006.8,7.0,7.0,23.5,26.1,0,0,0,1,0,0,0,0,0,0,1
2996,12.9,18.4,5.0,3.4,8.3,41.0,13.0,22.0,87.0,44.0,1015.9,1016.9,6.0,3.0,13.5,17.4,1,0,1,0,0,0,0,0,0,0,1
5316,3.4,12.8,0.0,1.0,9.2,70.0,20.0,46.0,73.0,53.0,1037.1,1033.0,6.0,2.0,6.9,11.8,0,0,0,0,1,0,0,0,0,1,0
4875,21.7,35.2,0.0,12.0,10.3,44.0,22.0,13.0,46.0,21.0,1021.0,1018.3,5.0,1.0,24.3,33.5,0,1,0,0,0,0,0,0,1,0,0
4613,18.2,23.9,0.0,4.6,0.5,44.0,11.0,22.0,80.0,78.0,1016.9,1014.9,7.0,7.0,23.0,22.7,0,1,0,0,0,1,0,0,0,0,0
10406,7.8,29.8,0.0,5.0,11.7,54.0,9.0,33.0,49.0,15.0,1020.5,1014.3,0.0,1.0,18.5,29.1,0,0,1,0,0,1,0,0,0,0,0
242,15.7,31.3,0.0,6.2,3.5,50.0,24.0,11.0,21.0,25.0,1013.4,1013.9,5.0,8.0,24.7,25.9,0,0,1,0,0,1,0,0,0,0,0
1506,10.3,15.6,6.2,0.8,3.3,28.0,17.0,15.0,100.0,78.0,1019.3,1019.2,7.0,4.0,12.1,15.2,1,0,0,0,1,0,0,0,1,0,0
3253,3.2,18.6,0.0,5.4,9.8,39.0,7.0,22.0,64.0,26.0,1021.5,1017.6,6.0,1.0,9.7,18.3,0,1,0,0,0,1,0,0,0,0,0
4374,11.2,26.9,0.0,6.6,5.3,74.0,52.0,50.0,47.0,12.0,1009.0,1002.5,7.0,7.0,12.6,26.1,0,0,1,0,0,0,0,0,0,1,0
3177,0.9,8.9,0.0,1.4,0.0,17.0,7.0,11.0,93.0,73.0,1029.1,1025.5,8.0,8.0,3.4,8.6,0,0,0,0,1,0,0,0,1,0,0
9645,1.4,9.9,0.0,1.4,1.6,26.0,4.0,13.0,99.0,79.0,1018.6,1015.9,8.0,2.0,5.0,9.5,0,0,0,0,1,1,0,0,0,0,0
1636,4.8,15.4,0.0,3.0,7.1,50.0,20.0,35.0,61.0,62.0,1013.1,1013.7,7.0,4.0,13.8,14.6,0,0,1,0,0,0,0,0,0,1,0
5847,20.3,25.5,5.2,6.2,11.6,54.0,28.0,31.0,76.0,71.0,1015.3,1015.2,4.0,5.0,23.2,24.5,1,0,0,1,0,1,0,0,0,0,0
5712,15.5,18.1,0.4,4.4,7.9,41.0,20.0,24.0,71.0,69.0,1017.8,1017.6,3.0,6.0,17.4,17.2,0,0,0,0,1,1,0,0,0,0,0
4697,10.1,21.5,0.0,7.0,9.4,78.0,13.0,43.0,71.0,19.0,1011.5,1007.7,6.0,1.0,13.0,21.0,0,0,0,0,1,0,0,0,1,0,0
11902,4.6,13.0,0.8,0.6,4.0,33.0,15.0,20.0,69.0,68.0,1027.3,1025.4,8.0,6.0,9.9,12.1,0,0,1,0,0,0,0,0,0,1,0
3387,6.0,24.0,0.0,4.6,11.7,35.0,20.0,20.0,56.0,40.0,1023.6,1019.8,3.0,1.0,14.5,23.4,0,0,1,0,0,0,0,0,0,1,0
5733,22.4,31.6,1.4,10.2,9.0,48.0,17.0,33.0,71.0,55.0,1014.4,1012.2,8.0,7.0,26.0,29.9,1,0,1,0,0,0,0,1,0,0,0
3539,5.9,21.4,0.0,11.0,9.9,35.0,19.0,20.0,54.0,21.0,1025.2,1022.4,1.0,1.0,13.7,20.8,0,0,0,0,1,1,0,0,0,0,0
394,19.4,35.2,0.0,12.0,12.6,48.0,17.0,24.0,29.0,12.0,1012.3,1009.1,0.0,0.0,28.3,34.8,0,0,0,1,0,0,1,0,0,0,0
3522,14.5,25.3,0.0,5.6,10.4,31.0,6.0,17.0,67.0,59.0,1018.1,1015.9,0.0,2.0,20.6,23.4,0,1,0,0,0,0,0,0,0,0,1
4810,23.1,33.7,9.8,6.6,6.4,35.0,15.0,26.0,74.0,75.0,1009.4,1006.0,5.0,7.0,28.9,30.7,1,0,0,1,0,0,1,0,0,0,0
2701,14.3,30.7,0.0,7.2,9.2,43.0,17.0,9.0,50.0,31.0,1018.9,1014.5,6.0,7.0,20.2,28.9,0,0,1,0,0,0,0,0,1,0,0
2467,4.5,13.4,0.4,1.2,4.0,22.0,7.0,15.0,97.0,82.0,1025.7,1022.9,2.0,3.0,8.3,12.7,0,0,0,0,1,0,0,0,0,1,0
4663,23.9,32.0,55.8,4.8,8.4,41.0,13.0,20.0,76.0,60.0,1009.7,1006.2,6.0,5.0,28.4,31.3,1,0,0,1,0,0,0,1,0,0,0
3771,28.8,33.7,0.0,7.8,7.2,46.0,20.0,33.0,81.0,72.0,1006.8,1004.0,7.0,7.0,30.2,32.4,0,0,0,1,0,0,1,0,0,0,0
1248,12.4,23.7,0.0,2.0,9.3,31.0,17.0,15.0,72.0,40.0,1017.4,1012.0,2.0,7.0,16.6,22.7,0,0,0,0,1,0,0,0,0,0,1
4127,20.0,36.1,0.0,9.4,12.4,30.0,2.0,13.0,45.0,38.0,1009.1,1005.7,0.0,1.0,30.1,33.8,0,0,0,1,0,0,0,0,0,0,1
8858,7.4,19.8,0.0,6.4,8.6,39.0,19.0,15.0,46.0,24.0,1024.2,1019.7,0.0,7.0,11.4,19.2,0,0,0,0,1,1,0,0,0,0,0
3290,6.0,18.4,1.2,0.6,5.0,37.0,6.0,19.0,100.0,55.0,1022.4,1019.8,7.0,2.0,8.3,18.1,1,0,0,0,1,1,0,0,0,0,0
3659,4.5,18.2,0.0,1.8,10.8,24.0,4.0,9.0,66.0,43.0,1021.6,1018.2,3.0,1.0,12.5,17.9,0,0,1,0,0,0,0,0,0,0,1
4083,24.8,32.9,8.0,4.4,6.6,52.0,19.0,15.0,77.0,75.0,1006.6,1002.5,7.0,7.0,27.6,29.1,1,0,0,1,0,0,1,0,0,0,0
8210,9.9,22.5,0.0,9.2,9.4,31.0,15.0,13.0,70.0,34.0,1021.0,1019.1,7.0,1.0,14.1,21.1,0,0,1,0,0,0,0,0,0,1,0
2783,15.9,34.3,0.0,7.8,6.8,35.0,2.0,9.0,41.0,18.0,1022.1,1020.3,7.0,7.0,23.3,33.4,0,1,0,0,0,0,0,0,1,0,0
14675,10.4,31.0,0.0,7.2,12.0,33.0,2.0,9.0,91.0,36.0,1021.8,1018.9,1.0,2.0,15.4,28.9,0,0,0,1,0,0,0,0,0,1,0
8178,11.9,19.3,1.2,1.0,9.5,39.0,17.0,19.0,63.0,61.0,1021.0,1017.3,1.0,1.0,16.1,18.4,1,0,0,0,1,1,0,0,0,0,0
9902,12.7,25.0,0.0,7.2,11.9,52.0,22.0,19.0,53.0,37.0,1025.7,1022.7,0.0,0.0,17.2,23.5,0,1,0,0,0,1,0,0,0,0,0
12137,8.9,28.5,0.0,6.0,10.5,39.0,9.0,22.0,64.0,19.0,1014.2,1009.0,2.0,1.0,15.1,27.4,0,1,0,0,0,0,0,0,0,1,0
14696,18.1,33.6,0.0,6.0,6.1,61.0,17.0,24.0,48.0,87.0,1005.5,1009.0,3.0,7.0,26.2,18.4,0,1,0,0,0,0,0,0,0,1,0
5428,18.6,23.6,0.0,4.6,10.7,28.0,15.0,13.0,81.0,76.0,1018.5,1017.9,4.0,4.0,20.8,21.7,0,0,1,0,0,1,0,0,0,0,0
4962,5.4,17.5,0.0,0.8,5.4,37.0,28.0,22.0,74.0,55.0,1030.0,1027.0,7.0,5.0,10.1,16.6,0,0,0,0,1,0,0,0,0,1,0
4362,13.0,16.2,2.4,3.4,0.0,37.0,13.0,24.0,94.0,86.0,1017.4,1015.1,8.0,8.0,13.2,13.6,1,0,0,0,1,1,0,0,0,0,0
5237,12.6,29.4,0.0,5.8,3.1,48.0,24.0,26.0,40.0,17.0,1016.5,1015.3,7.0,7.0,19.4,27.6,0,1,0,0,0,0,0,0,0,1,0
4020,25.3,34.4,0.0,7.6,10.4,35.0,11.0,20.0,64.0,73.0,1012.4,1009.0,3.0,6.0,30.2,29.2,0,0,1,0,0,0,1,0,0,0,0
8869,9.0,17.1,53.0,5.2,6.7,48.0,30.0,22.0,69.0,51.0,1010.3,1010.5,7.0,3.0,11.3,15.0,1,0,0,0,1,1,0,0,0,0,0
4586,22.8,30.1,0.0,7.2,10.6,44.0,28.0,30.0,54.0,53.0,1015.0,1011.4,2.0,1.0,27.3,28.9,0,0,1,0,0,0,0,1,0,0,0
3987,10.4,19.7,0.0,5.2,6.9,41.0,15.0,22.0,49.0,37.0,1024.0,1022.7,7.0,5.0,14.0,18.6,0,0,0,1,0,0,0,0,1,0,0
10045,4.4,14.7,0.0,3.2,6.5,52.0,20.0,20.0,77.0,55.0,1016.5,1014.1,5.0,6.0,9.4,14.4,0,0,1,0,0,1,0,0,0,0,0
34,27.2,43.4,0.0,14.2,12.6,37.0,15.0,7.0,33.0,14.0,1005.9,1003.3,1.0,3.0,32.6,43.0,0,0,0,1,0,1,0,0,0,0,0
438,14.1,28.3,0.0,5.4,10.7,31.0,7.0,13.0,52.0,45.0,1020.7,1015.3,0.0,0.0,22.5,25.9,0,0,1,0,0,0,0,1,0,0,0
761,12.5,18.2,2.2,2.6,0.0,26.0,9.0,13.0,91.0,60.0,1019.5,1017.0,7.0,8.0,12.7,17.9,1,0,0,0,1,0,1,0,0,0,0
6694,23.0,31.5,0.4,6.8,8.3,33.0,20.0,22.0,77.0,58.0,1011.4,1007.6,6.0,3.0,26.9,29.4,0,0,1,0,0,0,0,1,0,0,0
5371,11.0,19.6,0.0,5.0,7.5,39.0,15.0,20.0,56.0,59.0,1015.5,1011.5,5.0,7.0,16.7,18.4,0,0,0,0,1,1,0,0,0,0,0
8466,10.1,17.9,5.8,2.0,7.2,37.0,9.0,9.0,69.0,50.0,1032.8,1031.0,1.0,3.0,14.0,16.5,1,0,0,0,1,1,0,0,0,0,0
5934,13.0,16.8,61.2,3.6,0.0,46.0,17.0,17.0,90.0,75.0,1005.6,1008.9,7.0,7.0,16.4,15.6,1,0,0,0,1,0,0,0,0,0,1
4794,18.6,21.2,29.2,1.2,0.1,37.0,13.0,15.0,91.0,91.0,1013.0,1010.2,8.0,8.0,19.4,20.1,1,0,0,0,1,0,0,1,0,0,0
10,21.2,39.1,0.0,12.0,13.1,41.0,20.0,20.0,41.0,15.0,1009.6,1005.4,0.0,0.0,25.6,38.0,0,0,0,1,0,0,0,0,0,0,1
4346,10.7,19.1,0.0,1.0,2.9,63.0,13.0,39.0,71.0,82.0,1000.1,996.3,7.0,7.0,15.1,13.3,0,0,1,0,0,0,0,0,0,1,0
7094,11.5,17.4,7.8,1.2,1.0,22.0,7.0,11.0,84.0,67.0,1019.8,1017.6,7.0,7.0,12.6,16.0,1,0,0,0,1,0,0,0,0,1,0
1935,10.3,23.8,1.8,3.8,9.7,30.0,15.0,15.0,57.0,37.0,1023.9,1020.1,5.0,1.0,16.1,23.1,1,0,1,0,0,0,0,0,0,0,1
534,20.9,30.1,0.0,10.8,10.6,39.0,9.0,15.0,58.0,54.0,1014.8,1011.5,3.0,1.0,27.7,29.0,0,0,0,1,0,0,0,1,0,0,0
2724,13.9,23.7,0.0,3.2,9.5,28.0,7.0,13.0,84.0,56.0,1018.6,1016.6,2.0,3.0,16.4,22.7,0,1,0,0,0,0,0,0,0,1,0
830,21.5,25.5,3.8,6.6,0.5,35.0,15.0,6.0,71.0,91.0,1013.8,1012.6,8.0,8.0,24.6,21.7,1,0,0,1,0,0,0,1,0,0,0
4309,15.6,23.2,0.0,4.6,8.9,28.0,13.0,13.0,84.0,59.0,1014.7,1013.3,7.0,2.0,19.4,21.8,0,0,1,0,0,0,0,0,0,0,1
8239,19.9,29.4,0.0,7.8,9.9,30.0,6.0,17.0,95.0,44.0,1017.9,1016.0,7.0,7.0,20.5,27.4,0,0,1,0,0,0,0,0,0,1,0
6515,9.8,22.0,0.0,6.0,10.9,48.0,26.0,24.0,36.0,28.0,1017.2,1013.8,1.0,1.0,15.2,20.9,0,0,0,0,1,1,0,0,0,0,0
11144,13.8,22.8,0.0,3.4,3.2,54.0,9.0,13.0,88.0,72.0,1014.1,1009.9,6.0,1.0,15.9,19.9,0,1,0,0,0,0,0,0,0,1,0
4640,10.7,22.1,0.2,4.8,11.4,28.0,7.0,13.0,64.0,58.0,1021.1,1018.2,7.0,1.0,18.1,20.2,0,0,1,0,0,0,0,0,0,0,1
754,7.8,21.8,0.0,3.0,10.2,35.0,11.0,24.0,61.0,59.0,1024.1,1021.0,2.0,2.0,19.0,20.8,0,0,1,0,0,1,0,0,0,0,0
